DATE,DGS5
1962-01-01,3.9386363636363636
1962-02-01,3.8927777777777778
1962-03-01,3.6845454545454545
1962-04-01,3.5995000000000000
1962-05-01,3.6563636363636364
1962-06-01,3.6357142857142857
1962-07-01,3.8033333333333333
1962-08-01,3.7121739130434783
1962-09-01,3.7015789473684211
1962-10-01,3.6350000000000000
1962-11-01,3.5994736842105263
1962-12-01,3.5610000000000000
1963-01-01,3.5786363636363636
1963-02-01,3.6600000000000000
1963-03-01,3.6838095238095238
1963-04-01,3.7380952380952381
1963-05-01,3.7159090909090909
1963-06-01,3.8140000000000000
1963-07-01,3.8922727272727273
1963-08-01,3.8886363636363636
1963-09-01,3.9560000000000000
1963-10-01,3.9695652173913043
1963-11-01,4.0123529411764706
1963-12-01,4.0428571428571429
1964-01-01,4.0686363636363636
1964-02-01,4.0344444444444444
1964-03-01,4.1385714285714286
1964-04-01,4.1545454545454545
1964-05-01,4.0495000000000000
1964-06-01,4.0186363636363636
1964-07-01,4.0268181818181818
1964-08-01,4.0542857142857143
1964-09-01,4.0761904761904762
1964-10-01,4.0695238095238095
1964-11-01,4.0416666666666667
1964-12-01,4.0863636363636364
1965-01-01,4.1025000000000000
1965-02-01,4.1466666666666667
1965-03-01,4.1495652173913043
1965-04-01,4.1514285714285714
1965-05-01,4.1485000000000000
1965-06-01,4.1481818181818182
1965-07-01,4.1509523809523810
1965-08-01,4.2031818181818182
1965-09-01,4.2509523809523810
1965-10-01,4.3395000000000000
1965-11-01,4.4610526315789474
1965-12-01,4.7204545454545455
1966-01-01,4.8614285714285714
1966-02-01,4.9842105263157895
1966-03-01,4.9204347826086957
1966-04-01,4.8310000000000000
1966-05-01,4.8857142857142857
1966-06-01,4.9722727272727273
1966-07-01,5.1695000000000000
1966-08-01,5.5034782608695652
1966-09-01,5.4957142857142857
1966-10-01,5.2675000000000000
1966-11-01,5.3636842105263158
1966-12-01,5.0038095238095238
1967-01-01,4.7038095238095238
1967-02-01,4.7366666666666667
1967-03-01,4.5377272727272727
1967-04-01,4.5060000000000000
1967-05-01,4.7481818181818182
1967-06-01,5.0131818181818182
1967-07-01,5.2250000000000000
1967-08-01,5.3121739130434783
1967-09-01,5.3985000000000000
1967-10-01,5.5671428571428571
1967-11-01,5.7750000000000000
1967-12-01,5.7545000000000000
1968-01-01,5.5363636363636364
1968-02-01,5.5863157894736842
1968-03-01,5.7571428571428571
1968-04-01,5.6945000000000000
1968-05-01,6.0377272727272727
1968-06-01,5.8465000000000000
1968-07-01,5.5986363636363636
1968-08-01,5.4950000000000000
1968-09-01,5.4760000000000000
1968-10-01,5.5534782608695652
1968-11-01,5.6588888888888889
1968-12-01,6.1171428571428571
1969-01-01,6.2500000000000000
1969-02-01,6.3415789473684211
1969-03-01,6.4105000000000000
1969-04-01,6.2961904761904762
1969-05-01,6.5352380952380952
1969-06-01,6.7466666666666667
1969-07-01,7.0133333333333333
1969-08-01,7.0252380952380952
1969-09-01,7.5671428571428571
1969-10-01,7.5054545454545455
1969-11-01,7.5264705882352941
1969-12-01,7.9604545454545455
1970-01-01,8.1657142857142857
1970-02-01,7.8244444444444444
1970-03-01,7.2100000000000000
1970-04-01,7.5013636363636364
1970-05-01,7.9690476190476190
1970-06-01,7.8536363636363636
1970-07-01,7.5895454545454545
1970-08-01,7.5723809523809524
1970-09-01,7.2947619047619048
1970-10-01,7.1152380952380952
1970-11-01,6.4683333333333333
1970-12-01,5.9509090909090909
1971-01-01,5.8880000000000000
1971-02-01,5.5622222222222222
1971-03-01,5.0039130434782609
1971-04-01,5.6523809523809524
1971-05-01,6.2820000000000000
1971-06-01,6.5295454545454545
1971-07-01,6.8500000000000000
1971-08-01,6.5495454545454545
1971-09-01,6.1371428571428571
1971-10-01,5.9257894736842105
1971-11-01,5.7810000000000000
1971-12-01,5.6895454545454545
1972-01-01,5.5933333333333333
1972-02-01,5.6915000000000000
1972-03-01,5.8704545454545455
1972-04-01,6.1705000000000000
1972-05-01,5.8527272727272727
1972-06-01,5.9068181818181818
1972-07-01,5.9720000000000000
1972-08-01,6.0186956521739130
1972-09-01,6.2505000000000000
1972-10-01,6.1820000000000000
1972-11-01,6.1165000000000000
1972-12-01,6.1585000000000000
1973-01-01,6.3413636363636364
1973-02-01,6.6000000000000000
1973-03-01,6.8045454545454545
1973-04-01,6.6725000000000000
1973-05-01,6.8031818181818182
1973-06-01,6.6900000000000000
